"full_name","epoch_cal","e","a","i","om","w","ma","per"
"  1862 Apollo (1932 HA)",2024-03-31.0000000,.5599018486561474,1.470568609437519,6.352487409745255,35.5558975176406,286.0393636096748,142.3186881171835,651.367917328339
