"full_name","epoch_cal","e","a","i","om","w","ma","per"
"(2010 PK9)",2025-11-21.0,0.6758634748619897,0.6820876828531942,12.58732502214531,306.5059266984936,195.6472531921637,194.3783853998682,205.7589511904334
